generation,maxEv,aveEv,aveEvNotOne
661,5818,3585.38,5214.64
662,5818,4373.69,4998.36
663,5818,4400.5,4693.8
664,5818,3548,4730.33
665,5818,4681.12,5349.71
666,5818,4471.81,5110.5
667,5818,3373.81,4906.91
668,5818,3184.5,5094.6
669,5818,3988.31,5317.42
670,5818,3928.81,5714.18
671,5818,3085,5483.67
672,5818,2753.94,5506.88
673,5818,3478.31,5564.7
674,5818,3437,5498.6
675,5818,5057.75,5394.87
676,5818,4886.62,5212.33
677,5818,3475.25,5054.45
678,5818,4123,5074.23
679,5818,4163.69,5551.25
680,5818,3068.94,5455.11
681,5818,3294.44,5270.5
682,5818,3695.62,5375
683,5818,4187.12,5153.15
684,5818,4303.94,4918.64
685,5818,4535.94,5582.46
686,5818,4201.44,4801.5
687,5818,3876.5,5168.33
688,5818,3609.12,5249.18
689,5818,4137.62,5092.23
690,5818,3198.62,5685.67
691,5818,4524.88,5568.85
692,5818,4198.25,5597.33
693,5818,4475.62,5508.23
694,5818,2756.19,5511.38
695,5818,3762.88,5016.83
696,5818,5086.62,5086.62
697,5818,4734.56,5410.79
698,5818,4628.06,5289.07
699,5818,4560.75,5212.14
700,5818,3471.38,5048.82
701,5818,2859.81,5083.33
702,5818,3735.19,4979.92
703,5818,3606.69,4808.58
704,5818,4245.38,4851.71
705,5818,4245.38,5224.85
706,5818,3508.25,5102.45
707,5818,3392.06,4933.45
708,5818,3733.69,5430.36
709,5818,3504.88,5607.2
710,5818,3595.5,5752.2
711,5818,4284.62,5712.5
712,5818,4005.69,5340.58
713,5818,4150.12,5533.17
714,5818,3535.06,5655.5
715,5818,4136.06,5514.42
716,5818,3682.44,5355.82
717,5818,3546.88,4728.83
718,5818,4108.38,4695.14
719,5818,3443.88,4591.5
720,5818,3798.25,4340.71
721,5818,4247.94,4531.07
722,5818,3972.38,4539.71
723,5818,4206.88,4807.71
724,5818,3567.31,5188.36
725,5818,4619.06,4926.93
726,5818,4746.19,5424.07
727,5818,3790.81,5513.45
728,5818,4529.5,5574.54
729,5818,3341.38,5345.6
730,5818,4144.44,5525.58
731,5818,3389.88,5423.2
732,5818,3586.25,5215.91
733,5818,3963.31,5284.08
734,5818,4894.56,5220.8
735,5818,5103.62,5443.8
736,5818,3843.5,5124.33
737,5818,3463.75,5541.4
